Smiles 1,Smiles 2,DES melting temperature,molar ratio of component 1,SELFIES 1,SELFIES 2
CCCCCCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],332.7,0.696,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][N+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C].[Cl-1]
CCCCCCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],335.6,0.8,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][N+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C].[Cl-1]
CCCCCCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],339.9,0.901,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][N+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C].[Cl-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],537.0,0.1,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],502.0,0.2,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],475.0,0.3,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],443.0,0.4,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],410.0,0.5,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],385.0,0.6,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],355.0,0.7,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],351.0,0.8,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],343.0,0.9,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],543.68,0.104,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],523.92,0.156,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],493.68,0.2129999999999999,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],483.82,0.254,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],463.58,0.3049999999999999,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],443.85,0.35,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],433.78,0.404,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],408.6,0.446,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],388.62,0.495,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],355.52,0.548,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],339.55,0.6139999999999999,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],340.68,0.7029999999999998,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],341.72,0.811,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],342.45,0.892,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)CCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],366.15,0.5,[O][=C][Branch1][C][O][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)CCC(=O)O,CC[N+](CC)(CC)CC.[Br-],349.3,0.5,[O][=C][Branch1][C][O][C][C][C][=Branch1][C][=O][O],[C][C][N+1][Branch1][Ring1][C][C][Branch1][Ring1][C][C][C][C].[Br-1]
O=C(O)CCC(=O)O,C[N+](C)(C)CCO.[Cl-],402.0,0.3,[O][=C][Branch1][C][O][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)CCC(=O)O,C[N+](C)(C)CCO.[Cl-],366.0,0.35,[O][=C][Branch1][C][O][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)CCC(=O)O,C[N+](C)(C)CCO.[Cl-],363.0,0.4,[O][=C][Branch1][C][O][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)CCC(=O)O,C[N+](C)(C)CCO.[Cl-],345.0,0.45,[O][=C][Branch1][C][O][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)CCC(=O)O,C[N+](C)(C)CCO.[Cl-],343.0,0.5,[O][=C][Branch1][C][O][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)CCC(=O)O,C[N+](C)(C)CCO.[Cl-],364.0,0.55,[O][=C][Branch1][C][O][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)CCC(=O)O,C[N+](C)(C)CCO.[Cl-],379.0,0.6,[O][=C][Branch1][C][O][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)CCC(=O)O,C[N+](C)(C)CCO.[Cl-],400.0,0.65,[O][=C][Branch1][C][O][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],541.95,0.1,[O][C][C@H1][O][C@H1][Branch2][Ring1][Branch1][O][C@][Branch1][Ring1][C][O][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][Ring2][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],477.88,0.2,[O][C][C@H1][O][C@H1][Branch2][Ring1][Branch1][O][C@][Branch1][Ring1][C][O][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][Ring2][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],411.82,0.3,[O][C][C@H1][O][C@H1][Branch2][Ring1][Branch1][O][C@][Branch1][Ring1][C][O][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][Ring2][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],370.52,0.4,[O][C][C@H1][O][C@H1][Branch2][Ring1][Branch1][O][C@][Branch1][Ring1][C][O][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][Ring2][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],343.65,0.506,[O][C][C@H1][O][C@H1][Branch2][Ring1][Branch1][O][C@][Branch1][Ring1][C][O][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][Ring2][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],369.65,0.6049999999999999,[O][C][C@H1][O][C@H1][Branch2][Ring1][Branch1][O][C@][Branch1][Ring1][C][O][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][Ring2][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],386.22,0.698,[O][C][C@H1][O][C@H1][Branch2][Ring1][Branch1][O][C@][Branch1][Ring1][C][O][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][Ring2][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],404.58,0.799,[O][C][C@H1][O][C@H1][Branch2][Ring1][Branch1][O][C@][Branch1][Ring1][C][O][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][Ring2][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],431.45,0.893,[O][C][C@H1][O][C@H1][Branch2][Ring1][Branch1][O][C@][Branch1][Ring1][C][O][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][Ring2][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)[C@@H](O)[C@H](O)C(=O)O,C[N+](C)(C)CCO.[Cl-],557.95,0.053,[O][=C][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)[C@@H](O)[C@H](O)C(=O)O,C[N+](C)(C)CCO.[Cl-],514.45,0.1,[O][=C][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)[C@@H](O)[C@H](O)C(=O)O,C[N+](C)(C)CCO.[Cl-],471.75,0.151,[O][=C][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)[C@@H](O)[C@H](O)C(=O)O,C[N+](C)(C)CCO.[Cl-],435.52,0.199,[O][=C][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)[C@@H](O)[C@H](O)C(=O)O,C[N+](C)(C)CCO.[Cl-],386.68,0.251,[O][=C][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)[C@@H](O)[C@H](O)C(=O)O,C[N+](C)(C)CCO.[Cl-],357.62,0.2949999999999999,[O][=C][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)[C@@H](O)[C@H](O)C(=O)O,C[N+](C)(C)CCO.[Cl-],321.55,0.327,[O][=C][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)[C@@H](O)[C@H](O)C(=O)O,C[N+](C)(C)CCO.[Cl-],330.62,0.4,[O][=C][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)[C@@H](O)[C@H](O)C(=O)O,C[N+](C)(C)CCO.[Cl-],341.62,0.45,[O][=C][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)[C@@H](O)[C@H](O)C(=O)O,C[N+](C)(C)CCO.[Cl-],352.35,0.502,[O][=C][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)[C@@H](O)[C@H](O)C(=O)O,C[N+](C)(C)CCO.[Cl-],364.32,0.552,[O][=C][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)[C@@H](O)[C@H](O)C(=O)O,C[N+](C)(C)CCO.[Cl-],374.55,0.5929999999999999,[O][=C][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)[C@@H](O)[C@H](O)C(=O)O,C[N+](C)(C)CCO.[Cl-],385.82,0.652,[O][=C][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)[C@@H](O)[C@H](O)C(=O)O,C[N+](C)(C)CCO.[Cl-],393.65,0.7,[O][=C][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
O=C(O)[C@@H](O)[C@H](O)C(=O)O,C[N+](C)(C)CCO.[Cl-],411.58,0.799,[O][=C][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)C.[Cl-],547.5,0.1,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)C.[Cl-],506.6,0.2,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)C.[Cl-],450.9,0.314,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)C.[Cl-],414.5,0.404,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)C.[Cl-],382.6,0.4939999999999999,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)C.[Cl-],314.6,0.5989999999999999,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)C.[Cl-],317.1,0.687,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)C.[Cl-],318.3,0.801,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)C.[Cl-],313.1,0.9,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C].[Cl-1]
CCCCCCCCCCCCCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],333.4,0.104,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][C][C][C][N+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C].[Cl-1]
CCCCCCCCCCCCCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],326.0,0.201,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][C][C][C][N+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C].[Cl-1]
CCCCCCCCCCCCCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],316.4,0.3,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][C][C][C][N+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C].[Cl-1]
CCCCCCCCCCCCCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],307.8,0.395,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][C][C][C][N+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C].[Cl-1]
CCCCCCCCCCCCCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],294.7,0.506,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][C][C][C][N+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C].[Cl-1]
CCCCCCCCCCCCCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],291.6,0.6009999999999999,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][C][C][C][N+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C].[Cl-1]
CCCCCCCCCCCCCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],296.2,0.7039999999999998,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][C][C][C][N+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C].[Cl-1]
CCCCCCCCCCCCCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],296.7,0.792,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][C][C][C][N+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C].[Cl-1]
CCCCCCCCCCCCCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],305.4,0.898,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][C][C][C][N+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],520.08,0.107,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],494.78,0.165,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],483.52,0.2039999999999999,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],456.58,0.258,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],443.85,0.2889999999999999,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],414.08,0.3569999999999999,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],390.25,0.4,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],353.18,0.449,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],331.62,0.495,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],319.48,0.539,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],303.15,0.5809999999999998,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],306.55,0.7119999999999999,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCCCCCCO,C[N+](C)(C)CCO.[Cl-],310.32,0.798,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
